year,country,geo,category_key,category_label,product,prod_code,price_eur_tonne,Humidity(%),Moisture(%),Soil Type,Nitrogen(mg/Kg),Potassium(mg/Kg),Phosphorous(mg/Kg),cost_eur_tonne
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Capsicum (under glass) - prices per 100 kg,4199904,634.7,45,30,Sandy Loam,40,150,60,425.6
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,4192200,610.5,45,30,Sandy Loam,40,150,60,409.37
2006,Portugal,PT,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,536,45,30,Sandy Loam,40,150,60,371.71
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,499.9,45,30,Sandy Loam,40,150,60,335.21
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,4194100,484.7,45,30,Sandy Loam,40,150,60,325.02
2006,Portugal,PT,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,2300000,468.8,45,30,Sandy Loam,40,150,60,318.42
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,4122000,468.7,45,30,Sandy Loam,40,150,60,314.29
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Leeks in the open - prices per 100 kg,4199903,457.5,45,30,Sandy Loam,40,150,60,306.78
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Cucumbers under glass: all qualities - prices per 100 kg,4194200,432.2,45,30,Sandy Loam,40,150,60,289.81
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Lettuce in the open: all qualities - prices per 100 kg,4192100,423.8,45,30,Sandy Loam,40,150,60,284.18
2006,Portugal,PT,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,380.6,45,30,Sandy Loam,40,150,60,259.83
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,372.2,45,30,Sandy Loam,40,150,60,249.58
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,4121000,367.8,45,30,Sandy Loam,40,150,60,246.63
2006,Portugal,PT,orchards,Orchards/Vineyards (perennial),Other citrus fruit- prices per 100 kg,6290000,361.3,45,30,Sandy Loam,40,150,60,250.56
2006,Portugal,PT,orchards,Orchards/Vineyards (perennial),Lemons: all varieties - prices per 100 kg,6230000,343,45,30,Sandy Loam,40,150,60,237.87
2006,Portugal,PT,orchards,Orchards/Vineyards (perennial),Oranges: all varieties - prices per 100 kg,6210000,338,45,30,Sandy Loam,40,150,60,234.4
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Melons - prices per 100 kg,4199913,337.7,45,30,Sandy Loam,40,150,60,226.44
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,284.1,45,30,Sandy Loam,40,150,60,190.5
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,260.7,45,30,Sandy Loam,40,150,60,181.35
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Savoy cabbage: all qualities - prices per 100 kg,4191300,255.1,45,30,Sandy Loam,40,150,60,171.06
2006,Portugal,PT,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,237.2,45,30,Sandy Loam,40,150,60,161.93
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,237.1,45,30,Sandy Loam,40,150,60,158.99
2006,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Water melons - prices per 100 kg,4199914,235,45,30,Sandy Loam,40,150,60,157.58
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,215,45,30,Sandy Loam,40,150,60,149.56
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,162.9,45,30,Sandy Loam,40,150,60,113.32
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,130.6,45,30,Sandy Loam,40,150,60,90.85
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,127.6,45,30,Sandy Loam,40,150,60,88.76
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Durum wheat - prices per 100 kg,1120000,126,45,30,Sandy Loam,40,150,60,87.65
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,120,45,30,Sandy Loam,40,150,60,83.47
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,118.1,45,30,Sandy Loam,40,150,60,82.15
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,116.4,45,30,Sandy Loam,40,150,60,80.97
2006,Portugal,PT,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,102.2,45,30,Sandy Loam,40,150,60,71.09
2006,Portugal,PT,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,46.99,45,30,Sandy Loam,40,150,60,29.25
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,4199901,2442,58,38,Loamy,32,125,48,1637.48
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,4192200,1869.1,58,38,Loamy,32,125,48,1253.32
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,4199906,1500.4,58,38,Loamy,32,125,48,1006.09
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Lettuce in the open: all qualities - prices per 100 kg,4192100,1327.4,58,38,Loamy,32,125,48,890.09
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,6193100,936,58,38,Loamy,32,125,48,649.11
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,936,58,38,Loamy,32,125,48,649.11
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,4193000,893.4,58,38,Loamy,32,125,48,599.07
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,876.4,58,38,Loamy,32,125,48,607.78
2006,Romania,RO,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,2300000,867.9,58,38,Loamy,32,125,48,589.49
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Cucumbers under glass: all qualities - prices per 100 kg,4194200,850.9,58,38,Loamy,32,125,48,570.57
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,4199000,831,58,38,Loamy,32,125,48,557.23
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,6199100,762.9,58,38,Loamy,32,125,48,529.07
2006,Romania,RO,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,6410000,748.8,58,38,Loamy,32,125,48,520.88
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Leeks in the open - prices per 100 kg,4199903,748.8,58,38,Loamy,32,125,48,502.11
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,711.9,58,38,Loamy,32,125,48,493.7
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Green beans - prices per 100 kg,4197000,666.5,58,38,Loamy,32,125,48,446.92
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,4122000,607,58,38,Loamy,32,125,48,407.02
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,598.4,58,38,Loamy,32,125,48,401.26
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,567.2,58,38,Loamy,32,125,48,393.35
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,550.2,58,38,Loamy,32,125,48,368.94
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Red cabbage: all qualities - prices per 100 kg,4191200,541.7,58,38,Loamy,32,125,48,363.24
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Courgettes - prices per 100 kg,4199911,476.5,58,38,Loamy,32,125,48,319.52
2006,Romania,RO,rowCrops,Row crops,Beetroot - prices per 100 kg,4199905,468,58,38,Loamy,32,125,48,319.5
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,425.4,58,38,Loamy,32,125,48,285.25
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Melons - prices per 100 kg,4199913,411.3,58,38,Loamy,32,125,48,275.8
2006,Romania,RO,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,6192000,408.4,58,38,Loamy,32,125,48,283.22
2006,Romania,RO,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,374.4,58,38,Loamy,32,125,48,255.6
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,4121000,371.5,58,38,Loamy,32,125,48,249.11
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,4194100,365.9,58,38,Loamy,32,125,48,245.35
2006,Romania,RO,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,346,58,38,Loamy,32,125,48,236.21
2006,Romania,RO,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,331.8,58,38,Loamy,32,125,48,230.81
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,232.6,58,38,Loamy,32,125,48,155.97
2006,Romania,RO,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,209.9,58,38,Loamy,32,125,48,146.01
2006,Romania,RO,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,198.5,58,38,Loamy,32,125,48,138.08
2006,Romania,RO,vegetables,Vegetables (fresh market/transplant),Water melons - prices per 100 kg,4199914,164.5,58,38,Loamy,32,125,48,110.31
2006,Romania,RO,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,2130000,161.7,58,38,Loamy,32,125,48,112.48
2006,Romania,RO,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,127.6,58,38,Loamy,32,125,48,88.76
2006,Romania,RO,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,116.3,58,38,Loamy,32,125,48,80.9
2006,Romania,RO,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,113.4,58,38,Loamy,32,125,48,78.88
2006,Romania,RO,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,110.6,58,38,Loamy,32,125,48,76.94
2006,Romania,RO,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,107.8,58,38,Loamy,32,125,48,74.99
2006,Romania,RO,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,96.4,58,38,Loamy,32,125,48,67.06
2006,Romania,RO,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,25.53,58,38,Loamy,32,125,48,15.89
2006,Slovakia,SK,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,2920000,3257,60,42,Clay Loam,30,120,45,2212.2
2006,Slovakia,SK,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,2300000,838.5,60,42,Clay Loam,30,120,45,569.52
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Green beans - prices per 100 kg,4197000,720,60,42,Clay Loam,30,120,45,482.8
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Green beans: all qualities - prices per 100 kg,4198100,720,60,42,Clay Loam,30,120,45,482.8
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,6193100,696.4,60,42,Clay Loam,30,120,45,482.95
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Cucumbers under glass: all qualities - prices per 100 kg,4194200,536.1,60,42,Clay Loam,30,120,45,359.48
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,383.3,60,42,Clay Loam,30,120,45,265.82
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Capsicum (under glass) - prices per 100 kg,4199904,356.9,60,42,Clay Loam,30,120,45,239.32
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,6410000,353.7,60,42,Clay Loam,30,120,45,246.04
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,4199906,341.6,60,42,Clay Loam,30,120,45,229.06
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,4199000,316.4,60,42,Clay Loam,30,120,45,212.16
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,6199100,304,60,42,Clay Loam,30,120,45,210.82
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,297.6,60,42,Clay Loam,30,120,45,206.38
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,288.4,60,42,Clay Loam,30,120,45,200.62
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Lettuce in the open: all qualities - prices per 100 kg,4192100,270.5,60,42,Clay Loam,30,120,45,181.38
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Blackcurrants - prices per 100 kg,6199300,267.2,60,42,Clay Loam,30,120,45,185.3
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,249.5,60,42,Clay Loam,30,120,45,173.03
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,220,60,42,Clay Loam,30,120,45,153.04
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,215.4,60,42,Clay Loam,30,120,45,144.44
2006,Slovakia,SK,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,210.8,60,42,Clay Loam,30,120,45,143.91
2006,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,6192000,195.3,60,42,Clay Loam,30,120,45,135.44
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,194.2,60,42,Clay Loam,30,120,45,135.09
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Savoy cabbage: all qualities - prices per 100 kg,4191300,191.5,60,42,Clay Loam,30,120,45,128.41
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,2130000,190.7,60,42,Clay Loam,30,120,45,132.65
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,181.8,60,42,Clay Loam,30,120,45,121.91
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,4194100,174,60,42,Clay Loam,30,120,45,116.68
2006,Slovakia,SK,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,170.5,60,42,Clay Loam,30,120,45,116.4
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Water melons - prices per 100 kg,4199914,135.4,60,42,Clay Loam,30,120,45,90.79
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Red cabbage: all qualities - prices per 100 kg,4191200,130.3,60,42,Clay Loam,30,120,45,87.37
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,4193000,113.9,60,42,Clay Loam,30,120,45,76.38
2006,Slovakia,SK,rowCrops,Row crops,Beetroot - prices per 100 kg,4199905,113.3,60,42,Clay Loam,30,120,45,77.35
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,4121000,113.1,60,42,Clay Loam,30,120,45,75.84
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Durum wheat - prices per 100 kg,1120000,112.8,60,42,Clay Loam,30,120,45,78.47
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,110.7,60,42,Clay Loam,30,120,45,77.01
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,103.9,60,42,Clay Loam,30,120,45,72.27
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,103.7,60,42,Clay Loam,30,120,45,69.54
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,101,60,42,Clay Loam,30,120,45,70.26
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,99.4,60,42,Clay Loam,30,120,45,69.14
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,97.2,60,42,Clay Loam,30,120,45,67.61
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,97,60,42,Clay Loam,30,120,45,67.48
2006,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,91,60,42,Clay Loam,30,120,45,61.02
2006,Slovakia,SK,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,87.6,60,42,Clay Loam,30,120,45,60.94
2006,Slovakia,SK,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,29.54,60,42,Clay Loam,30,120,45,18.39
2006,Slovenia,SI,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,2920000,3886.2,50,35,Loamy Sand,30,120,45,2639.57
2006,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,2189.5,50,35,Loamy Sand,30,120,45,1518.41
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,4199901,2121,50,35,Loamy Sand,30,120,45,1422.24
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,4199906,1914.7,50,35,Loamy Sand,30,120,45,1283.9
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,4199000,1345.9,50,35,Loamy Sand,30,120,45,902.49
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Green beans: all qualities - prices per 100 kg,4198100,1321.3,50,35,Loamy Sand,30,120,45,886
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,4193000,1246.2,50,35,Loamy Sand,30,120,45,835.64
2006,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,6199100,961.7,50,35,Loamy Sand,30,120,45,666.94
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,606.8,50,35,Loamy Sand,30,120,45,406.89
2006,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,6192000,589.7,50,35,Loamy Sand,30,120,45,408.96
2006,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,567.8,50,35,Loamy Sand,30,120,45,393.77
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,491.5,50,35,Loamy Sand,30,120,45,341.9
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Savoy cabbage: all qualities - prices per 100 kg,4191300,411.8,50,35,Loamy Sand,30,120,45,276.13
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,364.6,50,35,Loamy Sand,30,120,45,244.48
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,336.6,50,35,Loamy Sand,30,120,45,225.71
2006,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,316.1,50,35,Loamy Sand,30,120,45,219.21
2006,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,290.7,50,35,Loamy Sand,30,120,45,201.6
2006,Slovenia,SI,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,264.4,50,35,Loamy Sand,30,120,45,180.5
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Red cabbage: all qualities - prices per 100 kg,4191200,257.8,50,35,Loamy Sand,30,120,45,172.87
2006,Slovenia,SI,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,208.5,50,35,Loamy Sand,30,120,45,142.34
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,198.3,50,35,Loamy Sand,30,120,45,137.94
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Water melons - prices per 100 kg,4199914,171.8,50,35,Loamy Sand,30,120,45,115.2
2006,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,171.4,50,35,Loamy Sand,30,120,45,114.93
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,127.8,50,35,Loamy Sand,30,120,45,88.9
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,110,50,35,Loamy Sand,30,120,45,76.52
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,109.2,50,35,Loamy Sand,30,120,45,75.96
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,109,50,35,Loamy Sand,30,120,45,75.82
2006,Slovenia,SI,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,107.8,50,35,Loamy Sand,30,120,45,74.99
2006,Slovenia,SI,rowCrops,Row crops,Beetroot - prices per 100 kg,4199905,101.9,50,35,Loamy Sand,30,120,45,69.57
2006,Slovenia,SI,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,32.52,50,35,Loamy Sand,30,120,45,20.24
2006,Spain,ES,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,2920000,3100,45,30,Sandy Loam,40,150,60,2105.57
2006,Spain,ES,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,6199200,2812.5,45,30,Sandy Loam,40,150,60,1950.46
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Green beans: all qualities - prices per 100 kg,4198100,1652.5,45,30,Sandy Loam,40,150,60,1108.08
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,4199000,1625.3,45,30,Sandy Loam,40,150,60,1089.84
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,4199910,1614.5,45,30,Sandy Loam,40,150,60,1082.6
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,4199906,1398.9,45,30,Sandy Loam,40,150,60,938.03
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,4199901,1135,45,30,Sandy Loam,40,150,60,761.07
2006,Spain,ES,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,948,45,30,Sandy Loam,40,150,60,657.44
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,4193000,604.7,45,30,Sandy Loam,40,150,60,405.48
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,4121000,588,45,30,Sandy Loam,40,150,60,394.28
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Leeks in the open - prices per 100 kg,4199903,573.4,45,30,Sandy Loam,40,150,60,384.49
2006,Spain,ES,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,529.7,45,30,Sandy Loam,40,150,60,367.35
2006,Spain,ES,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,2300000,517.9,45,30,Sandy Loam,40,150,60,351.77
2006,Spain,ES,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,6410000,503.2,45,30,Sandy Loam,40,150,60,350.04
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,467,45,30,Sandy Loam,40,150,60,313.15
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Courgettes - prices per 100 kg,4199911,459.3,45,30,Sandy Loam,40,150,60,307.98
2006,Spain,ES,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,6199100,446.5,45,30,Sandy Loam,40,150,60,309.65
2006,Spain,ES,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,429.7,45,30,Sandy Loam,40,150,60,298
2006,Spain,ES,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,422.3,45,30,Sandy Loam,40,150,60,288.3
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,4194100,419.6,45,30,Sandy Loam,40,150,60,281.36
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Red cabbage: all qualities - prices per 100 kg,4191200,404.5,45,30,Sandy Loam,40,150,60,271.24
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Lettuce in the open: all qualities - prices per 100 kg,4192100,394,45,30,Sandy Loam,40,150,60,264.2
2006,Spain,ES,rowCrops,Row crops,Beetroot - prices per 100 kg,4199905,343.5,45,30,Sandy Loam,40,150,60,234.5
2006,Spain,ES,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,330.3,45,30,Sandy Loam,40,150,60,229.06
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Melons - prices per 100 kg,4199913,310.1,45,30,Sandy Loam,40,150,60,207.94
2006,Spain,ES,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,304.7,45,30,Sandy Loam,40,150,60,211.96
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,300.4,45,30,Sandy Loam,40,150,60,201.43
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,279.2,45,30,Sandy Loam,40,150,60,187.22
2006,Spain,ES,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,264.5,45,30,Sandy Loam,40,150,60,180.57
2006,Spain,ES,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,221.1,45,30,Sandy Loam,40,150,60,153.8
2006,Spain,ES,industrial,Specialty industrial crops,Cotton (including seed) - prices per 100 kg,2911000,219.2,45,30,Sandy Loam,40,150,60,148.88
2006,Spain,ES,vegetables,Vegetables (fresh market/transplant),Water melons - prices per 100 kg,4199914,215.9,45,30,Sandy Loam,40,150,60,144.77
2006,Spain,ES,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,2130000,213.7,45,30,Sandy Loam,40,150,60,148.65
